ID,EID,Original_Sentence,Modal_Verb,Marked_Sentence_English,Marked_Sentence_Japanese,Source_Modal,Tested_Modal,Transformation_Strategy,Transformation_Category,Palmer_Annotations,Quirk_Annotations,Palmer_Expected,Quirk_Expected,Grammaticality_Expected,Completed,Annotation_Notes,Grammaticality_Explanation,Repair_Status
52d616bac68c14a187bb68d8c56a3f5dc907af72242a60dac70bb5f16bcd5989_alt_would,52d616bac68c14a187bb68d8c56a3f5dc907af72242a60dac70bb5f16bcd5989,Maybe I should have said stopped by a train. Ha Ha.,would,Maybe I *would* have said stopped by a train. Ha Ha.,"",should,would,advice_to_conditional_substitution,substitution,"[""deontic"", ""deontic"", ""deontic""]","[""obligation"", ""obligation"", ""obligation""]",unknown,unknown,yes,0,Modal substitution: 'should' → 'would'. Strategy: advice_to_conditional_substitution. Please verify grammaticality and classify modal categories.,"The modal *would* is correctly used in the perfect conditional construction ""would have said"". It is in the proper form, position, and agrees with the subject ""I"". No grammatical issues involve the marked modal itself.",""
52d616bac68c14a187bb68d8c56a3f5dc907af72242a60dac70bb5f16bcd5989_alt_ought_to,52d616bac68c14a187bb68d8c56a3f5dc907af72242a60dac70bb5f16bcd5989,Maybe I should have said stopped by a train. Ha Ha.,ought to,Maybe I *ought to* have said stopped by a train. Ha Ha.,"",should,ought to,advice_paraphrase,substitution,"[""deontic"", ""deontic"", ""deontic""]","[""obligation"", ""obligation"", ""obligation""]",unknown,unknown,yes,0,Modal substitution: 'should' → 'ought to'. Strategy: advice_paraphrase. Please verify grammaticality and classify modal categories.,"The modal *ought to* is correctly formed and placed after the subject *I*, and it is appropriately followed by the perfect infinitive *have said*. No agreement or syntactic issues affect the modal itself.",""
99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89_orig,99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89,"My wife is at the doctor 's, and I think we might be getting good news about a new addition to our little family.",might,"My wife is at the doctor 's, and I think we *might* be getting good news about a new addition to our little family.","",might,might,original,original,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",epistemic,possibility,yes,1,Original sentence from dataset. Modal: 'might'. Verified and complete.,"",""
99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89_alt_can,99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89,"My wife is at the doctor 's, and I think we might be getting good news about a new addition to our little family.",can,"My wife is at the doctor 's, and I think we *can* be getting good news about a new addition to our little family.","",might,can,possibility_to_impossibility,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'can'. Strategy: possibility_to_impossibility. Please verify grammaticality and classify modal categories.,"The modal *can* is correctly formed, placed before the verb phrase *be getting*, and agrees with the subject *we*. The construction *can be getting* is grammatical, though it may sound slightly less idiomatic than *can get*.",""
99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89_alt_could,99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89,"My wife is at the doctor 's, and I think we might be getting good news about a new addition to our little family.",could,"My wife is at the doctor 's, and I think we *could* be getting good news about a new addition to our little family.","",might,could,possibility_to_ability_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'could'. Strategy: possibility_to_ability_substitution. Please verify grammaticality and classify modal categories.,"The modal 'could' is correctly used in the conditional sense, with the subject 'we' and the following 'be getting' forming a modal + infinitive construction.",""
99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89_alt_may,99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89,"My wife is at the doctor 's, and I think we might be getting good news about a new addition to our little family.",may,"My wife is at the doctor 's, and I think we *may* be getting good news about a new addition to our little family.","",might,may,possibility_to_permission_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'may'. Strategy: possibility_to_permission_substitution. Please verify grammaticality and classify modal categories.,"The modal 'may' is correctly used after 'think', with the subject 'we', and followed by 'be getting', forming a proper modal construction.",""
99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89_alt_must,99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89,"My wife is at the doctor 's, and I think we might be getting good news about a new addition to our little family.",must,"My wife is at the doctor 's, and I think we *must* be getting good news about a new addition to our little family.","",might,must,possibility_to_necessity,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'must'. Strategy: possibility_to_necessity. Please verify grammaticality and classify modal categories.,"The modal *must* is correctly used to express a logical inference: ""we must be getting good news."" It is in the right position, agrees with the subject ""we,"" and is followed by the base form of the verb ""be"" and the present participle ""getting,"" which is the standard construction for a modal + be + -ing clause.",""
99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89_alt_shall,99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89,"My wife is at the doctor 's, and I think we might be getting good news about a new addition to our little family.",shall,"My wife is at the doctor 's, and I think we *shall* be getting good news about a new addition to our little family.","",might,shall,possibility_to_obligation_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'shall'. Strategy: possibility_to_obligation_substitution. Please verify grammaticality and classify modal categories.,"The modal *shall* is correctly used with the plural subject *we* to express a future prediction. Its placement after the subject and within the clause is appropriate, and the construction is grammatically acceptable, though somewhat formal or archaic in contemporary usage.",""
99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89_alt_should,99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89,"My wife is at the doctor 's, and I think we might be getting good news about a new addition to our little family.",should,"My wife is at the doctor 's, and I think we *should* be getting good news about a new addition to our little family.","",might,should,possibility_to_advice_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'should'. Strategy: possibility_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal *should* is correctly used in the form *should be getting*, placed after the subject *we*, and agrees with the subject. The clause context is appropriate for expressing a likely or expected outcome.",""
99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89_alt_will,99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89,"My wife is at the doctor 's, and I think we might be getting good news about a new addition to our little family.",will,"My wife is at the doctor 's, and I think we *will* be getting good news about a new addition to our little family.","",might,will,possibility_to_prediction,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'will'. Strategy: possibility_to_prediction. Please verify grammaticality and classify modal categories.,"The modal *will* is correctly used to express a future expectation, with the subject *we* and the verb phrase *be getting* forming a proper future continuous construction. No agreement or placement errors are present.",""
99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89_alt_would,99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89,"My wife is at the doctor 's, and I think we might be getting good news about a new addition to our little family.",would,"My wife is at the doctor 's, and I think we *would* be getting good news about a new addition to our little family.","",might,would,possibility_to_conditional_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'would'. Strategy: possibility_to_conditional_substitution. Please verify grammaticality and classify modal categories.,"The modal *would* is correctly formed, placed, and agrees with the subject *we* in the subordinate clause *I think we would be getting good news*. While *will* might be more natural for a straightforward prediction, *would* is still grammatically acceptable, especially in contexts implying a conditional or hypothetical nuance.",""
99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89_alt_ought_to,99f310e23817b90b6882fe53122c5fe08ad51f80b9b3f2ab5bc1ffc75ac27c89,"My wife is at the doctor 's, and I think we might be getting good news about a new addition to our little family.",ought to,"My wife is at the doctor 's, and I think we *ought to* be getting good news about a new addition to our little family.","",might,ought to,possibility_to_advice_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'ought to'. Strategy: possibility_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal *ought to* is correctly used with the base form *be getting*, and it is properly placed after the subject *we*. The clause is syntactically sound and conveys the intended meaning.",""
f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f_orig,f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f,I am sure she will be fin,will,I am sure she *will* be fin,"",will,will,original,original,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",epistemic,prediction,yes,1,Original sentence from dataset. Modal: 'will'. Verified and complete.,"",""
f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f_alt_can,f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f,I am sure she will be fin,can,I am sure she *can* be fin,"",will,can,prediction_to_ability_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'can'. Strategy: prediction_to_ability_substitution. Please verify grammaticality and classify modal categories.,"",""
f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f_alt_could,f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f,I am sure she will be fin,could,I am sure she *could* be fin,"",will,could,prediction_to_ability_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'could'. Strategy: prediction_to_ability_substitution. Please verify grammaticality and classify modal categories.,"The modal *could* is correctly used in the subordinate clause ""she could be fin"" (intended as ""fine""). It is in the proper form, placed after the subject, and agrees with the singular third‑person subject ""she"". The overall sentence is grammatically acceptable.",""
f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f_alt_may,f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f,I am sure she will be fin,may,I am sure she *may* be fin,"",will,may,prediction_to_permission_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'may'. Strategy: prediction_to_permission_substitution. Please verify grammaticality and classify modal categories.,"The modal *may* is correctly used in the clause ""she may be fin"" (subject‑verb agreement and placement are appropriate).",""
f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f_alt_might,f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f,I am sure she will be fin,might,I am sure she *might* be fin,"",will,might,prediction_to_possibility,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'might'. Strategy: prediction_to_possibility. Please verify grammaticality and classify modal categories.,"The modal verb *might* is correctly used after the subject *she* to express possibility, and its form and placement are appropriate in the clause ""she might be fin"".",""
f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f_alt_must,f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f,I am sure she will be fin,must,I am sure she *must* be fin,"",will,must,prediction_to_necessity_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'must'. Strategy: prediction_to_necessity_substitution. Please verify grammaticality and classify modal categories.,"The modal ""must"" is correctly used in the form ""must"" with the subject ""she"" and in the appropriate clause position. It is grammatically acceptable.",""
f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f_alt_shall,f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f,I am sure she will be fin,shall,I am sure she *shall* be fin,"",will,shall,prediction_to_obligation_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'shall'. Strategy: prediction_to_obligation_substitution. Please verify grammaticality and classify modal categories.,"The modal *shall* is correctly formed, placed after the subject *she*, and agrees with the clause. While *shall* is less common with third‑person singular in contemporary English (especially in American usage), it remains grammatically acceptable, particularly in formal or British contexts. The sentence is therefore grammatical, though somewhat archaic or formal.",""
f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f_alt_should,f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f,I am sure she will be fin,should,I am sure she *should* be fin,"",will,should,prediction_to_advice_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'should'. Strategy: prediction_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal ""should"" is correctly used in the subordinate clause ""she should be fin"", with the appropriate form, placement after the subject ""she"", and agreement with the singular subject. The clause is grammatically acceptable.",""
f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f_alt_would,f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f,I am sure she will be fin,would,I am sure she *would* be fin,"",will,would,prediction_to_conditional_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'would'. Strategy: prediction_to_conditional_substitution. Please verify grammaticality and classify modal categories.,"",""
f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f_alt_ought_to,f5c59dfb4a1f2b1b64a852c72f918ab452c05422cc327b6009ccb8a4383ced5f,I am sure she will be fin,ought to,I am sure she *ought to* be fin,"",will,ought to,prediction_to_advice_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'ought to'. Strategy: prediction_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal *ought to* is correctly formed, placed after the subject *she*, and takes the infinitive *be*. The clause structure is appropriate for a subordinate clause following *I am sure*.",""
d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314_orig,d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314,I just took an English teacher certification test.   I can not wait for the results to come back.,can,I just took an English teacher certification test.   I *can* not wait for the results to come back.,"",can,can,original,original,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",dynamic,ability,yes,1,Original sentence from dataset. Modal: 'can'. Verified and complete.,"",""
d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314_alt_could,d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314,I just took an English teacher certification test.   I can not wait for the results to come back.,could,I just took an English teacher certification test.   I *could* not wait for the results to come back.,"",can,could,ability_weakening,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'could'. Strategy: ability_weakening. Please verify grammaticality and classify modal categories.,"The modal 'could' is correctly used in the negative form 'could not' to express inability or lack of patience, and it agrees with the subject 'I'.",""
d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314_alt_may,d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314,I just took an English teacher certification test.   I can not wait for the results to come back.,may,I just took an English teacher certification test.   I *may* not wait for the results to come back.,"",can,may,ability_to_permission,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.,"The modal *may* is correctly formed and placed before the negated verb *wait*. While *may not* can express prohibition, it can also indicate possibility (i.e., *might not*). In this context it is grammatically acceptable, though *might* would be clearer for expressing uncertainty.",""
d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314_alt_might,d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314,I just took an English teacher certification test.   I can not wait for the results to come back.,might,I just took an English teacher certification test.   I *might* not wait for the results to come back.,"",can,might,ability_to_possibility,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'might'. Strategy: ability_to_possibility. Please verify grammaticality and classify modal categories.,"The modal *might* is correctly used with the base form *wait* and the negative *not* follows the modal. The clause structure is acceptable, so the sentence is grammatically correct.",""
d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314_alt_must,d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314,I just took an English teacher certification test.   I can not wait for the results to come back.,must,I just took an English teacher certification test.   I *must* not wait for the results to come back.,"",can,must,ability_to_necessity_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'must'. Strategy: ability_to_necessity_substitution. Please verify grammaticality and classify modal categories.,"The modal *must* is correctly used in the negative form *must not* with the base verb *wait*. The subject *I* agrees with the modal, and the placement is standard. The clause is grammatically acceptable.",""
d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314_alt_shall,d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314,I just took an English teacher certification test.   I can not wait for the results to come back.,shall,I just took an English teacher certification test.   I *shall* not wait for the results to come back.,"",can,shall,ability_to_obligation_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'shall'. Strategy: ability_to_obligation_substitution. Please verify grammaticality and classify modal categories.,"The modal *shall* is correctly formed and placed after the subject *I* and is compatible with the negated verb phrase *not wait*. While *shall* is less common in contemporary informal English for first‑person future expressions, it remains grammatically acceptable, especially in formal or literary contexts.",""
d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314_alt_should,d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314,I just took an English teacher certification test.   I can not wait for the results to come back.,should,I just took an English teacher certification test.   I *should* not wait for the results to come back.,"",can,should,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'should'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.,"",""
d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314_alt_will,d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314,I just took an English teacher certification test.   I can not wait for the results to come back.,will,I just took an English teacher certification test.   I *will* not wait for the results to come back.,"",can,will,ability_to_prediction_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'will'. Strategy: ability_to_prediction_substitution. Please verify grammaticality and classify modal categories.,"",""
d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314_alt_would,d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314,I just took an English teacher certification test.   I can not wait for the results to come back.,would,I just took an English teacher certification test.   I *would* not wait for the results to come back.,"",can,would,ability_to_conditional_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'would'. Strategy: ability_to_conditional_substitution. Please verify grammaticality and classify modal categories.,"The modal *would* is correctly placed after the subject *I*, agrees with the subject, and the infinitive clause *to come back* is a proper complement. The construction *would not wait* is grammatically acceptable, though it may sound slightly formal or conditional in context.",""
d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314_alt_ought_to,d1f7459a1ea475dc1fed7d08116a85e5a578be8540b0243a542d822049ac1314,I just took an English teacher certification test.   I can not wait for the results to come back.,ought to,I just took an English teacher certification test.   I *ought to* not wait for the results to come back.,"",can,ought to,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'ought to'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal *ought to* is correctly formed and placed after the subject *I*. The negative construction *ought to not* is acceptable (though *ought not to* is more common). The clause context is fine, so the utterance is grammatically acceptable.",""
6f6907404bc057f02e0a6a0a377989a09bb9e4ecf497d1eec539c821e7683967_orig,6f6907404bc057f02e0a6a0a377989a09bb9e4ecf497d1eec539c821e7683967,"Are you kidding me? The nerve of some people. How desperate do you have to be... Well, I hope you can at least replace the present so your son is not too sad. And at least they did not try to bust into your home and harm you.",can,"Are you kidding me? The nerve of some people. How desperate do you have to be... Well, I hope you *can* at least replace the present so your son is not too sad. And at least they did not try to bust into your home and harm you.","",can,can,original,original,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",dynamic,ability,yes,1,Original sentence from dataset. Modal: 'can'. Verified and complete.,"",""
6f6907404bc057f02e0a6a0a377989a09bb9e4ecf497d1eec539c821e7683967_alt_could,6f6907404bc057f02e0a6a0a377989a09bb9e4ecf497d1eec539c821e7683967,"Are you kidding me? The nerve of some people. How desperate do you have to be... Well, I hope you can at least replace the present so your son is not too sad. And at least they did not try to bust into your home and harm you.",could,"Are you kidding me? The nerve of some people. How desperate do you have to be... Well, I hope you *could* at least replace the present so your son is not too sad. And at least they did not try to bust into your home and harm you.","",can,could,ability_weakening,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'could'. Strategy: ability_weakening. Please verify grammaticality and classify modal categories.,"The modal *could* is correctly used after ""hope you"" to express a polite request or possibility. Its form, placement, and agreement are all appropriate for the clause context.",""
6f6907404bc057f02e0a6a0a377989a09bb9e4ecf497d1eec539c821e7683967_alt_may,6f6907404bc057f02e0a6a0a377989a09bb9e4ecf497d1eec539c821e7683967,"Are you kidding me? The nerve of some people. How desperate do you have to be... Well, I hope you can at least replace the present so your son is not too sad. And at least they did not try to bust into your home and harm you.",may,"Are you kidding me? The nerve of some people. How desperate do you have to be... Well, I hope you *may* at least replace the present so your son is not too sad. And at least they did not try to bust into your home and harm you.","",can,may,ability_to_permission,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.,"The modal *may* is in the correct form, agrees with the subject *you*, and is placed appropriately after *hope you*. While *may* is less idiomatic than *can* or *will* in this context, it is still grammatically acceptable.",""
6f6907404bc057f02e0a6a0a377989a09bb9e4ecf497d1eec539c821e7683967_alt_might,6f6907404bc057f02e0a6a0a377989a09bb9e4ecf497d1eec539c821e7683967,"Are you kidding me? The nerve of some people. How desperate do you have to be... Well, I hope you can at least replace the present so your son is not too sad. And at least they did not try to bust into your home and harm you.",might,"Are you kidding me? The nerve of some people. How desperate do you have to be... Well, I hope you *might* at least replace the present so your son is not too sad. And at least they did not try to bust into your home and harm you.","",can,might,ability_to_possibility,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'might'. Strategy: ability_to_possibility. Please verify grammaticality and classify modal categories.,"The modal *might* is correctly used after the verb *hope* in the clause *you might at least replace the present*. It is in the base form, follows the subject *you*, and the clause is a standard complement of *hope*. No agreement or placement errors are present.",""
6f6907404bc057f02e0a6a0a377989a09bb9e4ecf497d1eec539c821e7683967_alt_must,6f6907404bc057f02e0a6a0a377989a09bb9e4ecf497d1eec539c821e7683967,"Are you kidding me? The nerve of some people. How desperate do you have to be... Well, I hope you can at least replace the present so your son is not too sad. And at least they did not try to bust into your home and harm you.",must,"Are you kidding me? The nerve of some people. How desperate do you have to be... Well, I hope you *must have at least replaced* the present so your son is not too sad. And at least they did not try to bust into your home and harm you.","",can,must,ability_to_necessity_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'must'. Strategy: ability_to_necessity_substitution. Please verify grammaticality and classify modal categories.,"The modal *must* is correctly followed by the perfect infinitive *have replaced*, and the adverb *at least* is appropriately positioned between *have* and *replaced*. The construction *must have at least replaced* is grammatically acceptable, even though the surrounding context may be semantically odd.",api
6f6907404bc057f02e0a6a0a377989a09bb9e4ecf497d1eec539c821e7683967_alt_shall,6f6907404bc057f02e0a6a0a377989a09bb9e4ecf497d1eec539c821e7683967,"Are you kidding me? The nerve of some people. How desperate do you have to be... Well, I hope you can at least replace the present so your son is not too sad. And at least they did not try to bust into your home and harm you.",shall,"Are you kidding me? The nerve of some people. How desperate do you have to be... Well, I hope you *shall* at least replace the present so your son is not too sad. And at least they did not try to bust into your home and harm you.","",can,shall,ability_to_obligation_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'shall'. Strategy: ability_to_obligation_substitution. Please verify grammaticality and classify modal categories.,"The modal *shall* is correctly formed and placed after the verb *hope* in the clause *I hope you shall at least replace the present*. It agrees with the subject *you* and expresses a future intention. While *shall* is somewhat archaic or formal in contemporary English, it is still grammatically acceptable in this context.",""
6f6907404bc057f02e0a6a0a377989a09bb9e4ecf497d1eec539c821e7683967_alt_should,6f6907404bc057f02e0a6a0a377989a09bb9e4ecf497d1eec539c821e7683967,"Are you kidding me? The nerve of some people. How desperate do you have to be... Well, I hope you can at least replace the present so your son is not too sad. And at least they did not try to bust into your home and harm you.",should,"Are you kidding me? The nerve of some people. How desperate do you have to be... Well, I hope you *should* at least replace the present so your son is not too sad. And at least they did not try to bust into your home and harm you.","",can,should,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'should'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal *should* is correctly formed and placed after the subject *you* in the subordinate clause of *hope*. It expresses an expectation or recommendation, which is acceptable in this context, though the construction is somewhat informal and could be more naturally phrased as ""I hope you will replace the present"" or ""I hope you should replace the present"".",""
